V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336,V337,V338,V339,V340,V341,V342,V343,V344,V345,V346,V347,V348,V349,V350,V351,V352,V353,V354,V355,V356,V357,V358,V359,V360,V361,V362,V363
31,1,1,1985,2022,4,,1,1,1,1991,2,6,2,74,23,7.60E+01,1,,,,2021,2,35000,35000,35000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,3,1,0,25.7,8.50E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,5,6,68,4,,1,1,2,4,28,9.26E+01,1,2,9,10,,2,8,,9,87,4,,1,2,1,1,2,,,,,2,,,,2,,,2,,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1957,1962,,,,,,,,,,66,61,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,0,0,210,0,50,260,,20000,200,25,18,18,2.03E+01,20,2,85000,85000,20000,0,105000,2,,,,,3,2,,,,,4,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,,,,,,,,353.90752
31,1,1,1986,1992,4,,1,1,1,1992,1,6,0,72,24,7.93E+01,2,,,,1992,2,12000,9000,9000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,2,1,0,24,7.93E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,2,3,2,3,3,2,2,3,2,3,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,1,2,,,,,,,,,,,2,,2,5,,,,,,,,,,,1,1,3,,,,,1,2,3,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,1,2,,1,2,,,,,,1,1,,,,,,,,,,,1957,,,,,,,,,,,66,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,150,0,0,0,0,150,,0,120,12,5,10,9.00E+00,10,2,12000,12000,3000,0,15000,2,,,,,3,2,,,,,5,,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,864.88738
31,1,1,1986,2007,1,,1,1,1,1996,2,10,0,120,20,6.61E+01,2,,,,2007,2,40000,20000,13000,5000,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,2,,3,1,0,20,6.61E+01,20,6.61E+01,33,1.09E+02,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,2,3,2,3,3,3,,3,2,2,3,4,4,3,3,3,4,2,3,3,2,3,3,2,3,3,3,1,2,9,85,6,,2,1,2,3,20,6.61E+01,3,,3,5,,,,,,,,,,,1,1,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,1,2,,,,,,2,1,2,3,,,,,,,,,1960,1963,1989,,,,,,,,,63,60,34,,,,,,,,,1,2,2,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,450,0,0,0,0,450,,0,280,15,8,5,9.33E+00,0,2,40000,40000,4000,5000,49000,2,,,,,3,1,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.1944
31,1,1,1986,2012,4,,1,2,2,,,,,,,,2,36,3,435,,,,,,,,,1,,,,21000,,21000,,,,2,,,,,,,,,,,,,,2,,,,,21000,0,0,0,3,4,3,4,1,2,,,,,,9,2,,2,1,0,19,6.28E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,3,4,3,3,4,4,3,4,4,3,3,3,4,3,2,3,4,3,3,4,3,3,4,3,3,3,3,1,6,1,9,4,,2,1,2,3,28,9.26E+01,2,,10,11,,,,,,,,,,,2,,,,2,1,,1,6,7,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,,,,,1,1,,,,,,,,,,,1958,,,,,,,,,,,65,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,300,0,0,0,30,330,,0,290,11,9,13,1.10E+01,0,3,0,0,24000,3500,27500,2,,,,,3,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.63939
31,1,1,1986,2012,6,,1,1,1,2006,2,20,2,242,18,5.95E+01,2,,,,2012,2,19000,11000,7000,4000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,,3,1,0,14.3,4.73E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,1,2,9,85,6,,1,1,2,3,18,5.95E+01,2,,8,11,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,1,3,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1953,1961,,,,,,,,,,70,62,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,400,0,27,30,0,457,,0,200,19,12,15,1.53E+01,30,2,19000,19000,4000,900,23900,1,4000,0,0,4000,2,2,,,,,4,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,489.34441
31,1,1,1986,2014,2,,1,1,1,2014,1,28,9,345,22,7.27E+01,2,,,,2014,2,22000,17500,13000,4500,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,,3,1,0,22,7.27E+01,9999999,1.00E+07,9999999,1.00E+07,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,4,4,4,4,3,,3,3,3,3,3,3,4,2,3,3,2,3,3,3,3,3,3,4,3,3,1,6,9,86,6,,2,1,2,3,18,5.95E+01,2,,7,10,,,,,,,,,,,1,1,3,,,,,1,3,8,,2,,,1,2,,1,1,3,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1963,1964,,,,,,,,,,60,59,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,380,0,0,0,0,380,,0,300,18,12,15,1.50E+01,25,2,22000,22000,1500,300,23800,1,3000,0,0,3000,3,1,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.95268
31,1,1,1986,2017,1,,1,1,1,1989,2,3,7,43,38,1.26E+02,2,,,,2017,2,170000,130000,100000,30000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,,4,2,0,82,2.71E+02,82,2.71E+02,70,2.31E+02,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,3,3,2,3,3,3,,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,1,20,4,,1,1,2,3,20,6.61E+01,2,,8,10,,,,,,,,,,,1,1,2,,,,,1,3,8,,1,2,,1,2,,1,1,2,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,,,,,2,1,2,3,3,,,,,,,,1959,1959,1987,1989,,,,,,,,64,64,36,34,,,,,,,,2,1,1,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,2,,2,,,,,1600,30,0,0,0,1630,,40,400,60,30,17,3.57E+01,140,3,170000,170000,10000,8000,188000,1,23000,0,0,23000,4,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.85052
31,1,1,1986,2017,4,,1,3,2,,,,,,,,2,36,3,435,,,,,,,,,2,,2,,2000,12,,2000,12,,2,,,,,,,,,,,,,,1,,0,5,,2000,0,0,0,4,4,4,4,5,,,,,,1,2,2,,1,1,0,8,2.64E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,3,4,3,3,2,3,3,3,4,3,1,1,2,2,3,1,3,3,2,3,2,3,3,3,3,2,1,5,9,86,2,,3,1,2,1,10,3.31E+01,2,,5,6,,,,,,,,,,,1,1,3,,,,,1,1,2,,2,,,1,2,,1,2,,1,1,3,1,2,,1,2,,1,1,3,2,,,2,,,2,,,1,,,,1,1,,,,,,,,,,,1955,,,,,,,,,,,68,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,1,1,2,3,,0,0,0,55,0,55,,0,50,10,5,8,7.67E+00,0,1,0,0,2000,0,2000,2,,,,,2,2,,,,,3,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,574.29438
31,1,1,1986,2018,4,,1,1,1,1995,2,9,2,110,25,8.26E+01,1,,,,2018,1,60000,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,3,1,0,25.7,8.50E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,1,7,9,101,4,,1,1,2,3,23,7.60E+01,2,,7,14,없음,,,,,,,,,,1,1,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1960,1959,,,,,,,,,,63,64,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,0,400,0,0,0,400,,50,200,32,25,30,2.90E+01,50,3,140000,90000,0,2000,142000,1,25000,0,30000,55000,4,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.65343
31,1,1,1986,2018,4,,1,3,2,,,,,,,,2,36,5,437,,,,,,,,,2,,2,,3200,20,,3200,20,,2,,,,,,,,,,,,,,1,,200,0,,3200,0,0,0,3,4,4,4,5,,,,,,2,4,2,,2,0,1,14,4.63E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,9,81,2,,3,1,2,2,18,5.95E+01,3,,5,11,,,,,,,,,,,1,1,3,,,,,1,3,10,,2,,,1,2,,1,2,,1,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,1,1,3,,,,,,,,,,1960,1986,,,,,,,,,,63,37,,,,,,,,,,2,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,,,2,,,,,180,0,0,0,0,180,,0,150,18,15,17,1.67E+01,0,2,0,0,3200,0,3200,2,,,,,3,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.54812
31,1,1,1986,2019,4,,1,1,1,1992,2,6,0,72,22,7.27E+01,2,,,,2019,2,48000,25000,21000,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,3,1,0,25.4,8.40E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,3,3,1,6,9,87,4,,1,1,2,3,34,1.12E+02,1,1,8,9,,1,7,,9,87,4,,1,2,1,1,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,7,7,,,,,,,1958,1961,1987,2006,2008,,,,,,,65,62,36,17,15,,,,,,,1,2,1,1,1,,,,,,,1,1,1,1,1,,,,,,,1,1,1,1,1,,,,,,,4,4,4,4,4,,,,,,,5,2,,2,,,,,400,0,0,20,0,420,,0,300,35,24,37,3.20E+01,9999999,1,48000,48000,10000,2000,60000,2,,,,,3,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,3,2,932.68814
31,1,1,1986,2022,9,,1,4,2,,,,,,,,2,36,0,432,,,,,,,,,1,,,,,35,,,,35,2,,,,,,,,,,,,,,2,,,,,,,,,4,4,3,,,,,,,,2,9,1,2,,,,2,6.61E+00,,,,,2,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,4,4,4,4,4,4,,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,4,3,1,5,9,97,9,,4,1,1,,2,6.61E+00,3,,7,11,,,,,,,,,,,2,,,,3,1,,1,6,10,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,,,,,,,,,,,1961,,,,,,,,,,,62,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,0,0,0,0,0,0,,0,70,9999999,9999999,9999999,1.00E+07,0,3,0,0,300,0,300,2,,,,,4,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.42842
31,1,1,1987,1997,2,,1,1,1,1997,1,10,11,131,22,7.27E+01,2,,,,1997,2,20000,3000,1800,0,1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,2,,3,1,0,22,7.27E+01,52,1.72E+02,24,7.93E+01,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,3,3,4,2,2,4,,3,3,2,3,2,2,1,1,1,4,1,2,1,2,2,3,3,3,2,2,1,5,,,,,,,,,,,2,,2,11,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,,,,,,,,,1957,1961,1985,,,,,,,,,66,62,38,,,,,,,,,1,2,2,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,380,90,0,0,0,470,,0,280,12,12,12,1.20E+01,0,2,20000,20000,3000,1800,24800,1,0,0,2500,2500,2,2,,,,,4,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,,,,,,377.10211
31,1,1,1987,2000,4,,1,1,1,1999,1,12,0,144,26,8.60E+01,2,,,,1999,2,80000,40000,30000,10000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,,3,1,0,26,8.60E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,4,3,3,3,2,4,4,2,3,3,3,3,4,3,3,3,3,1,2,,,,,,,,,,,2,,10,11,,,,,,,,,,,1,1,2,,,,,2,,,,1,2,,1,2,,1,1,3,1,2,,1,2,,1,2,,2,,,2,,,1,2,,2,,,,,,,2,1,2,3,,,,,,,,,1957,1957,1987,,,,,,,,,66,66,36,,,,,,,,,1,2,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,600,0,0,0,0,600,,0,300,25,17,20,2.07E+01,30,2,80000,80000,0,2000,82000,1,2000,0,0,2000,3,1,7,4,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,,,,,,,,407.07243
31,1,1,1987,2008,2,,1,3,1,2002,2,15,0,180,18,5.95E+01,2,17,0,204,,,,,,,,,1,,,,200,20,,200,20,,2,,,,,,,,,,,,,,2,,,,,200,0,0,0,4,4,3,3,5,,,,,,1,8,2,,1,1,0,7,2.31E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,1,1,3,2,1,2,,3,2,1,1,3,3,3,3,3,3,1,2,3,3,2,3,3,3,1,3,1,15,9,97,2,,3,2,2,2,10,3.31E+01,2,,3,5,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,,,,,,,,,,,1963,,,,,,,,,,,60,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,15,0,65,0,10,90,,0,90,10,5,3,6.00E+00,0,2,0,0,230,0,230,2,,,,,1,1,9,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.48306
31,1,1,1987,2010,4,,1,1,1,2003,2,16,5,197,25,8.26E+01,2,,,,2010,1,92000,52000,43000,9000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,,3,1,0,30,9.92E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,4,3,3,4,3,3,3,4,4,3,4,4,3,4,4,3,3,4,4,3,3,4,3,3,4,1,3,9,76,4,,1,1,2,3,25,8.26E+01,2,,2,7,,,,,,,,,,,1,1,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,,,,,,,,,1958,1960,1988,,,,,,,,,65,63,35,,,,,,,,,1,2,2,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,950,0,0,0,0,950,,0,400,32,25,30,2.90E+01,50,3,92000,92000,6000,2100,100100,2,,,,,4,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.69161
31,1,1,1987,2012,4,,1,1,1,2012,1,25,0,300,22,7.27E+01,2,,,,2012,2,14000,10000,10000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,3,1,0,22,7.27E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,3,3,3,3,4,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6,1,25,4,,2,1,2,2,15,4.96E+01,2,,4,7,,,,,,,,,,,1,1,2,,,,,1,3,4,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,1,2,,1,2,,,,,,1,1,2,7,7,,,,,,,,1957,1957,2016,2016,,,,,,,,66,66,7,7,,,,,,,,1,2,1,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,2,,2,,,,,150,0,0,50,0,200,,0,150,10,5,10,8.33E+00,0,2,14000,14000,0,0,14000,2,,,,,2,1,4,2,2,1,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,2,2,2,2,2,532.64645
31,1,1,1987,2016,2,,1,3,2,,,,,,,,2,35,0,420,,,,,,,,,1,,,,500,38,,500,38,,2,,,,,,,,,,,,,,2,,,,,500,0,0,0,3,3,3,3,5,,,,,,2,6,2,,2,0,1,10,3.31E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,3,2,2,2,2,2,,2,2,2,3,3,3,3,3,4,4,1,3,3,3,2,3,3,3,2,3,1,15,9,88,2,,3,1,2,2,10,3.31E+01,3,,3,5,,,,,,,,,,,2,,,,1,3,,2,,,,2,,,2,,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,3,,,,,,,,,,1960,1988,,,,,,,,,,63,35,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,,,2,,,,,300,0,0,0,0,300,,0,150,10,5,8,7.67E+00,0,3,0,0,600,0,600,2,,,,,2,1,9,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.08399
31,1,1,1987,2016,4,,1,1,1,2016,1,29,3,351,40,1.32E+02,2,,,,2016,2,94000,66500,42000,24500,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,4,1,0,40,1.32E+02,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,4,4,4,3,3,4,4,4,4,4,1,4,9,76,4,,2,1,2,3,32,1.06E+02,2,,7,11,,,,,,,,,,,1,1,2,,,,,1,2,3,,1,2,,1,2,,1,1,4,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,,,,,2,1,2,3,,,,,,,,,1958,1962,1988,,,,,,,,,65,61,35,,,,,,,,,1,2,2,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,850,0,0,0,0,850,,0,450,42,39,40,4.03E+01,60,2,94000,94000,2000,4500,100500,1,10000,0,0,10000,3,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.69161
31,1,1,1987,2021,4,,1,1,1,1993,2,6,0,72,25,8.26E+01,2,,,,2021,1,110000,72000,60000,12000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,3,1,0,25,8.26E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,4,3,4,4,4,2,3,4,4,4,4,2,2,2,2,4,2,3,3,4,3,3,3,3,3,3,3,1,6,9,86,4,,2,1,2,4,30,9.92E+01,2,,2,7,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,1,2,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,,,,,,,,,1959,1961,1990,,,,,,,,,64,62,33,,,,,,,,,1,2,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,600,0,0,0,0,600,,0,300,33,28,30,3.03E+01,40,3,110000,110000,5000,3000,118000,1,12000,0,0,12000,4,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.84822
31,1,1,1988,2002,4,,1,1,1,2002,1,14,0,168,18,5.95E+01,2,,,,2002,2,40000,17000,10000,7000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,2,,2,1,0,18,5.95E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,4,4,4,2,3,4,4,4,4,4,4,4,3,4,4,1,3,3,3,2,4,2,3,3,3,1,2,,,,,,,,,,,2,,2,7,,,,,,,,,,,1,1,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,1,2,,1,2,,,,,,2,1,2,,,,,,,,,,1957,1959,,,,,,,,,,66,64,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,0,0,150,0,0,150,,150,150,15,7,10,1.07E+01,10,2,40000,40000,0,0,40000,2,,,,,2,2,,,,,4,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,648.70805
31,1,1,1988,2004,1,,1,1,1,1993,2,5,7,67,25,8.26E+01,2,,,,2004,2,120000,50000,30000,20000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,,4,1,0,43,1.42E+02,43,1.42E+02,66,2.18E+02,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,3,3,3,3,3,3,,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,1,4,,,,,,,,,,,1,1,11,14,특정 주택 유형을 선호해서,8,14,특정 주택 유형을 선호해서,1,22,4,,1,3,1,1,2,,,,,1,3,8,,1,2,,1,2,,1,1,2,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,,,,,1,1,2,3,,,,,,,,,1962,1965,1996,,,,,,,,,61,58,27,,,,,,,,,1,2,2,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,500,5,0,0,0,505,,30,200,16,8,10,1.13E+01,70,3,120000,120000,4000,3000,127000,1,10000,0,0,10000,4,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.22161
