가구번호,지역코드,만족도,지출비용,숙박시설_숙박하지않음,숙박시설_호텔,숙박시설_펜션,숙박시설_민박,여행지선택이유1,여행지선택이유2,여행지선택이유3,활동_자연풍경,활동_음식관광,활동_야외스포츠,활동_휴식휴양,활동_성지순례,활동_갬블링
A05924,933,,48782.14766,,,3,,14,2,5,,,,,,
A05925,932,4,185692.4733,,2,,,11,7,3,1,,,,,
A05926,931,1,54847.7122,,2,,,15,3,5,1,2,,,,
A05927,931,4,192618.2864,,,,,3,13,11,1,,,,,
A05928,933,,100479.6116,,,3,,1,5,13,,,,,,
A05929,934,3,,,,3,,3,11,13,1,,3,,,
A05930,932,4,,,,,4,3,8,2,,,,,,
A05931,931,3,,1,,,,7,,,,,,,,
A05932,933,3,51415.60609,,,3,,9,13,3,,,3,,,
A05933,931,3,,1,,,,13,2,3,,,,,,
A05934,931,5,242714.9342,,2,,,9,1,5,,,,,,
A05935,934,3,189959.0851,,,3,,1,4,3,,,,,,
A05936,931,3,175380.9082,1,,,,13,2,7,1,,3,,,
A05937,932,1,59295.50018,,,,4,7,1,2,,,,4,,
A05938,934,3,110054.8066,,2,,,7,8,10,,,,,,
A05939,934,4,218227.9871,,2,,,5,3,4,,,3,,,
A05940,935,1,40755.51287,,2,,,1,12,13,,,,,,6
A05941,934,2,73570.38831,,2,,,1,7,13,1,,,,,
A05942,932,3,163166.4079,1,,,,1,3,8,,,3,4,,
A05943,935,4,,,2,,,1,2,,,,,,,
A05944,934,4,170251.5924,1,,,,12,9,5,,,,,,
A05945,931,3,159948.31,,,3,,13,2,5,,2,,,,
A05946,931,3,,,,3,,,,,,2,3,,,
A05947,931,3,107480.4062,,,3,,15,14,13,,,,,,
A05948,931,,83422.5775,,,,,4,13,5,,,,4,,
A05949,934,3,171123.3725,1,,,,2,4,6,,,,,,
A05950,934,4,120628.8041,1,,,,11,,,,2,,4,,
A05951,936,3,116490.4567,,,3,,12,,,,2,,,,
A05952,932,3,124375.597,,,3,,5,3,,,,,,,
A05953,931,3,147169.7605,,,,4,15,2,,1,,,,,
A05954,934,4,,1,,,,1,,,,2,,,,
A05955,931,3,,,2,,,4,1,3,,,,,,
A05956,931,,90301.03949,1,,,,1,8,3,1,,,,,
A05957,931,3,112027.3593,1,,,,14,13,11,1,,,4,,
A05958,931,3,113707.8684,,2,,,9,4,5,1,,,,,
A05959,931,4,211754.4576,,,3,,13,7,5,1,,,,,
A05960,933,3,133302.5701,,,3,,1,8,5,,,,4,5,
A05961,931,3,55873.08965,,,3,,3,,,,,,,,
A05962,934,2,113912.9813,,,3,,2,,,,,,,,
A05963,931,4,261397.0729,,2,,,13,2,,1,,,,,
A05964,935,2,,,,,4,6,,,1,,,,,
A05965,931,3,113950.6462,,2,,,1,7,,,,,,,
A05966,934,3,86807.35004,,2,,,3,2,5,,,,,,
A05967,932,3,141353.9728,1,,,,1,,,1,2,,,,
A05968,936,,112322.1472,,,3,,5,1,,,,,4,,6
A05969,935,3,,1,,,,6,,,,,,,,
A05970,936,3,134357.7707,,,3,,2,1,5,,2,3,,,
A05971,935,3,122636.4444,1,,,,11,7,14,1,,,,5,
A05972,933,,160507.6393,1,,,,,,,,,,4,,
A05973,934,3,142271.9735,,2,,,3,,,,2,,,,
A05974,931,4,198196.1641,1,,,,7,12,,,,,,,
A05975,931,4,143898.7493,,,,4,2,,,,,3,,,
A05976,934,3,176289.311,1,,,,1,7,8,1,,,,,
A05977,933,3,80090.45894,,2,,,2,8,5,1,,,,,
A05978,935,3,163599.631,,2,,,11,7,13,,,,,,
A05979,934,1,54517.21192,1,,,,,,,,,,,,
A05980,932,3,180940.9485,,2,,,15,9,7,1,,,,,
A05981,931,4,193155.208,,,3,,1,,,1,,3,,,
A05982,934,4,221402.1215,,2,,,5,2,8,,,,,5,
A05983,931,1,63231.86283,,2,,,13,3,5,,,,,,
A05984,933,4,165078.4658,,2,,,4,9,3,,2,3,,,
A05985,933,,99986.80509,1,,,,5,14,3,1,,3,,,
A05986,931,1,54702.63462,,,3,,11,1,5,,2,,,,
A05987,932,3,153095.5231,,,3,,14,6,5,1,2,3,,,
A05988,931,3,109576.6778,1,,,,5,11,14,,2,,4,5,
A05989,934,3,134939.1526,1,,,,15,4,5,,2,,4,,
A05990,931,3,114658.481,1,,,,3,,,1,,,,,
A05991,932,4,211438.8789,,2,,,6,2,5,,,,,,
A05992,931,3,64329.46017,,2,,,2,,,1,,,,,6
A05993,931,3,172727.8816,,2,,,11,14,5,,,,4,,
A05994,934,3,82958.34113,,2,,,13,1,7,1,2,,,,
A05995,931,4,247499.2187,,2,,,2,11,14,1,,,,,
A05996,935,5,277611.2936,,2,,,9,,,,,,,,
A05997,931,,,,,,,12,2,8,1,,3,,,
A05998,935,4,170587.7149,,2,,,7,,,,,,4,,
A05999,933,3,71493.00317,,,3,,4,8,5,,2,,4,,
A06000,933,2,,,2,,,1,12,3,,2,3,,,6
A06001,935,1,78642.19265,,,3,,13,5,,,2,,,,
A06002,935,,135457.9164,1,,,,8,13,,,2,,,,
A06003,931,3,139942.0723,,,3,,1,14,5,1,,,,,
A06004,934,3,53127.10561,1,,,,15,14,,,2,3,,,
A06005,935,3,131249.511,,2,,,3,,,,2,,,,
A06006,933,3,109339.7969,1,,,,13,2,,,,,,,6
A06007,933,2,104514.4215,,,,4,4,13,5,,,,,,
A06008,934,3,97398.67802,,,3,,13,3,5,,2,,,,
A06009,936,3,124860.9087,,2,,,1,6,5,,,3,,,
A06010,934,3,46295.37829,1,,,,11,14,5,,2,,,,
A06011,935,4,163078.7219,,,3,,7,4,5,1,2,,,,
A06012,931,1,64744.89375,,,3,,2,15,5,,2,,,,
A06013,931,3,71805.49646,,2,,,11,13,5,,,3,,,
A06014,932,3,135637.2987,,2,,,1,,,,,3,,,6
A06015,931,3,218887.3882,,2,,,1,8,13,,,,,,
A06016,931,,,,2,,,13,4,8,,,,4,,
A06017,936,1,62397.6477,,2,,,1,10,5,,,,,,
A06018,933,1,76893.59727,,2,,,4,1,5,,,,,,
A06019,932,4,140905.8452,,,,,13,4,3,1,2,,,5,6
A06020,931,3,82808.9491,,,,4,2,,,,,,,,
A06021,932,3,177933.0752,,,,,3,9,5,,2,,,,
A06022,932,,173317.0463,,2,,,1,,,,,,,5,
A06023,932,1,89279.68704,,2,,,12,2,8,,,,4,,
A06024,935,1,81188.58763,,,,,6,3,2,1,,,,,
A06025,932,3,71039.93426,,2,,,2,4,5,,,,,,
A06026,931,4,201717.178,,,,,1,,,,,,,,
A06027,932,,103286.8412,,2,,,12,7,3,,2,,,,
A06028,931,4,,,,3,,2,8,10,1,,,,,
A06029,931,2,83161.6073,1,,,,8,5,7,,,,,,
A06030,931,4,192029.8127,,,,,1,13,7,,2,,,,
A06031,933,4,282040.2108,,2,,,1,,,,,,4,,
A06032,934,3,150708.8498,,,3,,5,3,7,1,,,4,,
A06033,934,3,111596.1869,,2,,,9,2,13,,,,,,
A06034,931,4,213691.3281,,2,,,13,,,,,,,5,
A06035,931,3,,1,,,,3,7,5,1,,3,,,
A06036,931,1,46466.40612,,,,4,1,2,13,,,,,,
A06037,931,2,87182.80235,1,,,,6,13,5,,,,,,
A06038,933,4,152806.8036,,,3,,13,8,10,,2,,4,,
A06039,932,,,1,,,,2,9,15,,,,,,
A06040,932,4,120220.0476,1,,,,13,3,5,,2,,,,
A06041,931,5,218157.7021,,2,,,,,,,2,,,,6
A06042,934,1,,,2,,,15,1,7,,,3,,,
A06043,931,2,100226.167,,,,4,3,5,11,1,2,,,,
A06044,933,5,257183.8279,,2,,,1,4,8,,,,,,6
A06045,931,3,,,,,,5,2,15,1,,,,,
A06046,931,4,137573.0659,,2,,,2,4,3,,,3,,,
A06047,934,1,128229.7943,,2,,,1,12,15,1,,,,,
A06048,931,2,,,,,,7,10,,,,3,4,,
A06049,934,4,143261.0999,1,,,,13,4,2,,,,,,
A06050,934,3,148156.6466,,,,4,8,1,4,,,,4,,
A06051,931,5,160997.4735,1,,,,13,5,,,,,4,,
A06052,934,3,103916.8795,,,3,,2,9,11,,,,,,6
A06053,931,4,178000.175,,2,,,1,15,3,,,,,,
A06054,934,4,282989.9886,1,,,,1,2,11,,,,4,,
A06055,932,3,162851.6086,1,,,,3,8,7,,,,,,
A06056,932,2,84176.10758,,,,,3,1,5,,2,,,,
A06057,931,4,160076.4217,,2,,,6,,,,,,,,
A06058,931,,172087.6972,,2,,,5,1,14,1,,,4,,
A06059,934,4,261663.681,,,3,,9,2,6,,2,3,4,,
A06060,936,3,,,,3,,1,2,12,1,,,,,
A06061,934,,40664.98397,1,,,,8,2,,1,,,,5,
A06062,931,3,205882.0318,1,,,,13,8,10,1,,,,5,
A06063,932,3,145279.1687,,,,4,1,7,3,1,,3,,,
A06064,934,3,210302.0215,,,3,,9,2,15,,,,,,
A06065,931,3,,1,,,,7,11,5,,,,4,5,
A06066,933,3,123397.185,,2,,,3,5,7,,,,,,
A06067,931,4,231671.5666,,,,4,9,2,13,,2,,4,,
A06068,932,3,122706.5427,,2,,,8,,,,,,,,
A06069,932,3,195404.3772,,2,,,3,,,1,,,,,
A06070,931,3,139562.062,,2,,,2,3,5,,,,,,
A06071,932,2,125337.6324,,2,,,6,2,3,,,3,,,
A06072,933,3,66014.18161,,2,,,3,,,,,,4,,
A06073,935,3,176028.7149,,2,,,1,,,,,,,5,
A06074,931,1,43591.0497,,,3,,13,4,3,,,,4,,
A06075,934,3,146368.1736,,,3,,5,1,3,,,3,,,
A06076,932,3,129062.7253,,2,,,13,8,6,,2,,,,
A06077,933,4,,1,,,,4,8,12,,,,,,6
A06078,931,1,148766.8584,1,,,,1,2,12,1,,,,,
A06079,931,3,130879.6393,,,,,2,7,,,,,,,
A06080,931,3,202171.8803,,2,,,9,14,10,,2,,,,
A06081,935,4,188936.2518,,2,,,2,1,8,,,,,,
A06082,934,,73198.53159,,2,,,5,1,4,,,,4,,
A06083,935,4,195351.1632,,,3,,13,9,7,,2,,,,
A06084,934,4,185943.3776,,,3,,1,8,11,,,,4,5,
A06085,931,4,,,,3,,5,9,2,,,,4,,
A06086,936,3,147049.5985,,2,,,5,6,13,,,,4,,
A06087,931,4,116061.7429,,2,,,7,,,,2,,,,
A06088,934,3,124839.5672,,2,,,3,5,,,,,,,
A06089,931,3,59177.61381,1,,,,3,,,,,,,,
A06090,935,3,123580.2871,,2,,,13,14,4,,,,,,
A06091,933,,48751.48963,1,,,,7,4,14,1,,,,,6
A06092,931,3,160220.5577,,2,,,5,8,7,1,,,,,
A06093,931,5,223722.067,,2,,,12,2,,,,,,,
A06094,935,4,223338.5451,,2,,,5,13,4,,,,,,
A06095,931,4,111352.3914,,2,,,,,,,,,,,
A06096,932,3,138122.7292,,2,,,5,,,,2,,,,
A06097,934,3,165707.0666,1,,,,8,9,5,1,,,4,,
A06098,933,3,170462.9621,,2,,,1,2,14,,,,,,6
A06099,934,3,,,2,,,12,13,4,,,,,,
A06100,932,2,99799.13347,,2,,,1,3,5,,,,,,
A06101,933,2,58345.45427,,,,,15,8,3,,,,,,6
A06102,932,3,141207.515,,,,4,2,7,3,1,,,,,
A06103,933,3,104002.7624,1,,,,4,,,1,,,4,5,
A06104,933,3,123336.7291,,,,,4,13,2,,2,,,,
A06105,932,3,162200.1539,,,,4,1,,,,2,,,,
A06106,933,4,240657.8423,1,,,,2,,,1,2,,,5,
A06107,934,,173550.5339,1,,,,5,,,,,,,,
A06108,933,4,160208.2759,,,3,,4,2,13,,,,,,
A06109,934,3,104062.0532,,2,,,2,13,12,,,,,,
A06110,934,1,48669.32348,1,,,,12,,,,,,4,,
A06111,931,3,146964.2061,,2,,,15,12,10,,,,4,,
A06112,931,3,150257.4486,1,,,,1,3,10,,,,,,
A06113,931,1,50947.33808,,,3,,13,1,3,,2,,,,
A06114,934,3,53747.49066,,,3,,1,10,,,,,,,
A06115,932,3,161554.9429,,,,4,13,6,,,,,,,
A06116,931,3,208408.8201,,,3,,1,15,3,,,,,,
A06117,931,3,117949.869,,2,,,2,15,5,1,,,,,
A06118,933,4,219056.7801,1,,,,5,1,13,,,,,,
A06119,931,4,139797.7284,,,3,,7,13,8,,2,,4,5,
A06120,932,4,172536.9112,1,,,,6,7,,,,,,,
A06121,933,3,,1,,,,9,1,3,1,,3,,5,
A06122,931,3,,,,3,,9,2,12,,2,,,,
A06123,934,3,87071.46543,1,,,,4,5,13,,,,,,
A06124,932,3,86133.99792,,2,,,2,,,,,,,,
A06125,931,3,109275.1552,,,3,,12,8,9,,,,,,
A06126,934,3,100738.7491,,2,,,12,7,8,,,,4,5,
A06127,931,3,,1,,,,8,5,13,1,,,,,
A06128,931,4,101832.647,,2,,,2,13,7,,,,,,
A06129,931,3,178740.0585,,,3,,9,3,,,,3,4,,
A06130,931,4,149895.0264,,2,,,13,1,3,1,,,,,
A06131,935,1,83979.29613,1,,,,13,9,7,,,,,,
A06132,933,2,165167.1535,,,3,,1,5,,1,,,,,
A06133,934,,110924.2239,,,,4,7,2,15,,,3,,,6
A06134,934,3,160125.8616,,,3,,15,8,14,1,,,,,
A06135,933,3,,1,,,,4,11,5,1,,,4,,
A06136,931,3,161130.6322,,,,4,8,5,4,,2,,,,
A06137,932,4,237270.3168,,2,,,15,2,5,,,,4,,
A06138,933,3,216671.0343,1,,,,1,14,3,,,,,,
A06139,934,3,165823.6177,1,,,,1,,,,,3,,,
A06140,933,1,79373.08663,,,,4,15,1,5,,2,,,,
A06141,934,5,284825.1982,1,,,,2,15,4,,,3,,,
A06142,934,4,224768.0768,,,3,,6,3,7,,,,,,
A06143,931,4,,,2,,,9,3,5,,,,,,6
A06144,931,3,130458.3578,,,3,,3,,,,,,,,
A06145,931,1,86667.97846,,,3,,1,8,12,,,,,,
A06146,934,3,143426.2043,,2,,,2,,,1,,,,,
A06147,931,3,121503.1213,,,3,,11,1,,1,2,,,,
A06148,932,4,138957.1589,,2,,,13,11,,,,3,4,,
A06149,931,3,176246.2154,1,,,,15,7,11,,,3,,,
A06150,931,1,52648.74856,,2,,,13,8,5,,,,,,
A06151,932,1,47919.55436,,,,,15,,,1,,,,,
A06152,931,3,,,,3,,11,2,7,,,,,,
A06153,932,,176448.2137,,,3,,7,3,2,,,,,,
A06154,933,4,126419.6095,,2,,,1,2,8,,,,,,
A06155,934,3,94274.09481,,,,,4,15,,,,,,,
A06156,931,4,201470.5658,,2,,,5,13,,,2,,,,
A06157,931,1,72355.44231,,2,,,2,6,7,1,2,,4,,
A06158,931,3,152493.3013,,,3,,1,2,6,,,,,,
A06159,932,,175981.8538,,2,,,12,2,5,,,,,5,
A06160,931,3,182221.556,1,,,,1,12,5,,,,,,
A06161,934,3,92584.30712,,2,,,1,2,6,,,,,,6
A06162,935,4,209397.7513,,,3,,9,,,,2,,,,
A06163,932,3,123485.2082,,2,,,1,,,,,,,,
A06164,931,3,71064.60114,,2,,,5,8,12,,2,,,,
A06165,934,4,225750.7677,,,3,,2,,,,,,,,
A06166,934,3,132541.0613,,2,,,8,4,10,,,3,,5,
A06167,931,2,62428.50467,1,,,,14,13,7,1,2,,,,
A06168,935,3,,,2,,,4,2,8,,,,,,
A06169,931,4,148546.1398,,2,,,2,13,5,1,,,,,
A06170,932,1,126695.0429,1,,,,1,13,,,,,,,
A06171,932,4,108295.7329,,2,,,7,2,13,,,,,,
A06172,932,5,201438.4788,,2,,,1,,,,,,,,
A06173,931,3,58069.09137,,2,,,6,13,5,1,,,,,
A06174,931,3,166327.9518,,,,,2,6,,,2,,,,
A06175,932,4,199665.171,,2,,,14,7,5,,2,,4,,6
A06176,931,4,179230.8268,,,3,,9,,,,,,,,
A06177,931,3,,1,,,,9,2,12,,2,,,,
A06178,934,1,74291.37948,,2,,,7,3,4,,,3,4,,
A06179,931,2,101826.1558,,,3,,4,12,,,,,,,6
A06180,936,4,228478.1426,,2,,,12,1,4,,,,,,
A06181,931,5,,1,,,,9,1,,,,,,,
A06182,934,3,131910.9742,,,,4,12,1,5,,,,,,
A06183,931,3,,,2,,,2,,,,,,4,,
A06184,931,3,126196.0324,1,,,,8,,,,,3,,,
A06185,932,,,,2,,,9,,,1,2,3,,,
A06186,933,3,135833.625,,,,,1,8,3,1,,,,,
A06187,935,3,107513.3113,,,3,,12,8,10,,,,4,,
A06188,934,4,112409.2068,1,,,,1,,,,,,,,
A06189,936,4,198548.257,,2,,,3,2,5,,,,4,,
A06190,932,3,,,,,,9,11,3,,,,,,6
A06191,934,3,103218.1268,,,,,9,12,1,,,,,,
A06192,934,3,211454.0926,,2,,,15,8,,,,,4,5,6
A06193,932,3,174372.9501,,,,4,3,8,2,,,,,,
A06194,931,4,87818.22324,,,3,,3,2,5,1,2,,,5,
A06195,931,3,141987.9807,,,,4,12,3,10,,,,,,
A06196,931,2,49589.11732,1,,,,2,15,6,,,3,4,,
A06197,932,,104818.1457,,,,,3,8,,,,,,,
A06198,932,3,,,,,,12,11,4,,,,,,
A06199,933,3,64479.90127,,,3,,1,,,,,,,,
A06200,934,4,249879.5311,,2,,,3,13,5,,,3,4,,
A06201,934,3,106371.7515,,,,,13,1,2,,2,,,5,
A06202,934,4,246098.8003,,,3,,5,3,2,,2,,4,,
A06203,933,4,320071.6792,,,,,5,,,,2,,,,
A06204,932,3,214723.0964,,2,,,3,2,5,,,,,,
A06205,936,3,69847.1648,,2,,,15,5,3,,,,4,,
A06206,932,2,102587.4701,,,,,7,11,,,,,4,,
A06207,931,3,171033.2547,,2,,,3,7,13,,,,,,
A06208,934,2,126182.9422,,2,,,4,2,7,,2,,,,
A06209,935,,204925.1227,1,,,,1,2,13,1,,,,,6
A06210,931,4,170009.6006,1,,,,11,2,5,,2,,,,
A06211,932,3,133830.7724,,,,,6,8,13,,,,,,
A06212,932,5,,,2,,,15,5,1,,,,,,
A06213,934,1,59390.61688,1,,,,14,2,7,,2,,4,,
A06214,931,,73127.60722,,,3,,5,2,14,,,3,,,
A06215,931,,215669.4082,,,3,,3,2,5,,,,,,6
A06216,931,5,241947.8369,,,3,,2,3,,,,,,,
A06217,931,3,138696.4662,,2,,,12,4,5,,2,,,,
A06218,936,3,119837.2866,,,3,,5,,,,2,,,,
A06219,932,4,234747.3278,,2,,,5,1,4,,,,,,
A06220,931,3,80000.72606,,2,,,3,14,,,,,,,
A06221,932,1,44818.57413,,,,,,,,1,,3,4,,
A06222,931,3,73782.95773,,,,4,3,2,5,1,,,,,
A06223,933,4,209132.8661,1,,,,12,6,11,,2,3,,5,
A06224,931,1,67422.1419,1,,,,1,15,5,1,,,4,,
A06225,933,4,164200.0303,,2,,,1,15,13,,,,4,,
A06226,931,1,53254.41415,,2,,,5,2,8,,2,,,5,
A06227,933,,126057.3035,,2,,,2,12,3,1,,,,5,
A06228,931,3,64834.61547,,2,,,1,,,,2,,,,
A06229,931,2,,,,,,3,,,,,,,,
A06230,934,3,171855.1048,,,3,,1,,,,2,,,,
A06231,935,3,94989.27716,1,,,,11,5,,,,,,,
A06232,935,,118948.9289,,2,,,1,2,7,,,,,,
A06233,931,4,154614.1917,,2,,,1,3,13,,,,,,
A06234,932,3,136572.9369,1,,,,4,5,8,,,,,,
A06235,933,3,,,2,,,13,2,15,,,3,4,,
A06236,931,1,41168.85438,,2,,,1,6,10,,,,,,
A06237,931,,139288.7443,1,,,,1,2,4,,,,,,
A06238,931,1,46906.43671,1,,,,11,5,8,,,,,5,
A06239,931,4,,,,3,,,,,,,,,,
A06240,935,3,140557.4887,1,,,,9,4,13,,,3,,,
A06241,931,2,96708.87462,,,3,,3,2,,,,,,5,
A06242,934,2,97393.55896,1,,,,1,4,5,,,,,,
A06243,933,4,,,2,,,6,1,5,,2,,,,
A06244,933,5,,1,,,,3,12,,,,,,,
A06245,931,3,85690.83904,,,,,1,15,6,1,,,,,
A06246,933,3,105680.5933,1,,,,3,11,13,,,,,,
A06247,931,,158468.0223,1,,,,1,,,1,,,,,
A06248,933,3,121561.8166,,,,,6,,,1,,,4,,
A06249,931,2,54223.01755,,,,,7,10,5,,,3,,,
A06250,933,,,,,,4,12,13,4,,,,,5,
A06251,932,3,145575.581,,,,4,4,8,9,,2,3,,,
A06252,931,2,98813.49766,,2,,,8,7,15,,,,,,
A06253,931,3,112256.3649,,2,,,1,11,2,,,,,,
A06254,934,4,,1,,,,2,,,1,,,,,
A06255,933,4,193146.3209,,2,,,4,2,3,,,,,,
A06256,935,1,52319.4357,,2,,,6,2,10,1,,,4,,
A06257,931,1,,1,,,,12,13,1,,,,,,
A06258,931,4,193292.6976,,,,,1,4,,,,,,,
A06259,932,,134139.4937,,,,,8,2,13,1,2,3,,,
A06260,932,3,163857.1035,1,,,,1,3,5,,,,,,
A06261,933,,110800.8889,,2,,,3,1,6,,,,,,
A06262,934,4,236502.335,,2,,,1,,,,,,,,
A06263,934,1,73425.7029,1,,,,15,5,2,,,,,,
A06264,933,,132932.0395,1,,,,13,4,5,,,,,,
A06265,931,3,90118.91483,,,3,,5,2,11,,2,,,,
A06266,931,,168662.4393,,,3,,13,1,4,,2,,,,
A06267,931,3,106034.1451,,2,,,9,2,11,,,3,,5,
A06268,931,3,163768.0847,1,,,,14,,,,,,,,
A06269,931,4,198088.5572,,2,,,2,8,12,,,,4,,
A06270,931,,203342.3277,1,,,,2,1,8,,,3,,,
A06271,936,3,84328.91938,,,3,,6,1,5,,,,,,
A06272,934,3,,1,,,,4,8,3,,,,,,
A06273,933,,54587.31632,,,3,,1,12,8,1,,,,,
A06274,933,,94434.36159,,2,,,7,12,5,,,,4,,
A06275,931,3,107479.5667,1,,,,2,12,,,,,,,
A06276,934,4,195958.9863,,2,,,,,,,2,,,5,
A06277,932,3,132172.9572,1,,,,1,4,13,,2,3,,,
A06278,931,,180923.3796,,,3,,6,3,15,,2,3,,,
A06279,931,3,119870.7588,1,,,,11,5,1,,,,,,
A06280,931,3,79998.87692,,2,,,1,14,5,,,,4,,
A06281,933,3,131882.3807,,2,,,2,,,,,,,,
A06282,933,4,153830.5752,,2,,,4,2,5,,,3,,,
A06283,935,3,175600.4322,,,3,,3,1,5,,2,,,,
A06284,933,3,102823.8438,,,,4,1,2,,,,3,,,
A06285,934,2,50403.16127,,,,4,3,,,1,,,,,
A06286,932,3,109061.4263,,2,,,6,15,5,,,,,,
A06287,931,4,150595.4611,,,3,,,,,1,,,,,
A06288,931,5,206090.6242,,,,,4,2,13,,,3,,,
A06289,932,3,206558.1173,,,,,7,6,2,,,,,,
A06290,934,3,93677.19168,,,,4,1,8,4,,2,,,,
A06291,932,5,282614.0163,,2,,,12,4,5,1,2,,,5,
A06292,935,4,210231.8008,,,,4,12,1,5,,,3,4,,
A06293,931,3,150737.7413,,,,4,12,8,5,,,,4,,
A06294,931,4,,,,,,1,11,5,,,,,,
A06295,933,4,164983.3853,,,,,1,12,,,,,,,
A06296,936,3,,,2,,,9,12,,,,,4,5,
A06297,931,,123773.7781,1,,,,12,2,13,,,,,,
A06298,936,3,185322.5921,,,3,,2,1,3,,,3,,,
A06299,931,3,89330.61268,1,,,,2,5,8,,,,,,
A06300,934,3,76697.89933,,,3,,11,2,,,,,,,6
A06301,931,2,117386.7236,,,,,13,2,3,,,,,,
A06302,933,4,131526.0478,,2,,,6,2,,,,,4,,
A06303,931,,,,,3,,1,2,5,1,2,,,,
A06304,936,3,100372.5068,1,,,,1,11,7,,,,,,
A06305,935,2,112567.7436,1,,,,9,2,3,1,,3,4,,
A06306,932,1,50779.37364,,2,,,1,2,4,1,2,3,4,,
A06307,931,4,186145.3349,,,3,,2,3,,,,,,,
A06308,931,2,44728.21674,,2,,,1,9,12,,,3,4,,
A06309,933,3,133767.0103,1,,,,1,,,,,,,5,
A06310,932,4,149890.7427,1,,,,12,8,5,1,,3,,,
A06311,936,3,162709.3746,,2,,,1,2,,,,,,,
A06312,935,,108285.9151,,2,,,5,10,,,2,,,,
A06313,934,2,84211.25931,,2,,,3,,,,,,,,
A06314,931,3,79468.59331,,,3,,7,1,2,,,3,,,
A06315,934,3,151876.903,,2,,,13,,,,,3,,,
A06316,932,4,257942.015,1,,,,3,,,,,,,,
A06317,931,3,205225.6947,,,,4,14,15,7,,,,,,
A06318,931,3,137093.5448,,2,,,13,8,,1,,3,,,
A06319,933,2,98601.25959,,2,,,9,14,12,,2,,,,
A06320,933,3,103846.4552,,,3,,13,8,4,1,,,4,,
A06321,931,3,125584.6597,1,,,,12,4,7,,2,,,,
A06322,931,3,,,2,,,9,,,,,3,4,5,
A06323,931,1,85082.09042,,,3,,2,,,,,3,,,
A06324,934,3,118093.8379,1,,,,3,14,,,,3,4,,
A06325,934,3,,,2,,,2,1,11,1,,3,4,,
A06326,935,3,129054.6027,,,3,,3,8,5,,,,,,
A06327,934,1,75856.23725,,,3,,1,2,6,,,3,,,
A06328,931,,129285.3161,,2,,,5,11,,,,,,5,
A06329,935,3,61397.2049,1,,,,12,1,13,,2,,,,
A06330,931,2,,,,,,2,10,7,,,,,,
A06331,934,4,185175.9233,,,3,,5,8,2,1,,,4,,
A06332,934,5,253462.5988,1,,,,2,,,1,,,,,
A06333,932,3,98320.33938,,2,,,2,,,,,,,,
A06334,931,3,63009.28913,,,,4,1,12,4,,2,,,,
A06335,934,2,82526.2238,,2,,,9,12,1,1,,3,,,6
A06336,934,3,136770.7958,,,3,,9,8,3,,,,,5,
A06337,931,3,95459.69975,,2,,,13,3,7,1,,,,,
A06338,933,4,192596.8786,,,3,,4,1,6,1,,,4,,
A06339,931,3,,,2,,,5,13,2,,2,,4,,6
A06340,931,1,114297.2762,,,3,,3,13,5,,,,,,
A06341,931,3,183414.512,1,,,,4,2,8,,,,,,
A06342,931,3,128366.1261,1,,,,3,15,13,,,,,,6
A06343,933,3,165848.6822,,2,,,3,5,15,,,,,,
A06344,934,4,188259.9851,,2,,,1,5,,,,,,,
A06345,934,,177670.4315,,2,,,3,8,,,,,,,6
A06346,934,4,139826.5688,,,,4,3,13,6,,,,4,,
A06347,932,3,133417.7388,1,,,,12,11,5,,,,,,
A06348,933,3,93245.07569,,2,,,5,1,12,,,,,,
A06349,934,1,43640.05518,,,3,,3,13,5,,,,4,,
A06350,932,1,46022.99876,,,,4,2,11,7,,,,4,,
A06351,933,3,,,2,,,6,2,,,,,,,
A06352,931,,125624.2101,1,,,,5,8,,,,,4,5,
A06353,934,,87422.89478,,,,,7,6,14,,,,4,,
A06354,934,3,112230.3781,,,,4,8,10,4,,2,,,5,
A06355,934,5,239971.6395,,2,,,7,3,10,,2,,,5,
A06356,934,4,202973.7359,,2,,,12,,,,,,,5,
A06357,935,4,165186.5445,,2,,,5,1,3,,2,,,,
A06358,932,1,61087.29947,1,,,,7,11,15,,,,,5,
A06359,931,4,,,,3,,3,,,,2,,,,
A06360,932,3,124004.9698,1,,,,11,,,,,,4,5,6
A06361,934,1,47522.09832,1,,,,1,8,3,1,,,,,
A06362,933,2,73458.71925,,2,,,2,13,,,,,,,
A06363,932,4,267291.5002,,2,,,3,13,,,,,,,
A06364,931,3,41987.10868,1,,,,3,15,11,,2,,4,5,
A06365,931,1,69298.60243,,2,,,2,,,,,,,,
A06366,935,3,98921.01018,,,,,12,2,8,,2,,,,
A06367,933,4,158318.8881,,,,,6,9,12,1,,,,,
A06368,932,4,,,,,,14,2,13,,2,,,,6
A06369,935,1,108625.0779,,,,,2,1,4,,,,,,
A06370,934,1,44095.43581,,2,,,5,6,3,,,3,,,
A06371,934,3,146516.8437,1,,,,1,2,5,,2,,,,
A06372,935,4,137082.8469,1,,,,7,1,12,,2,,,,
A06373,931,2,51010.00948,,,3,,13,7,12,,,,,,
A06374,933,1,68790.18994,1,,,,6,8,15,,,,,,
A06375,935,4,179776.8762,,2,,,5,2,7,1,,,,,
A06376,932,3,135219.5769,,2,,,4,2,5,,,3,,,
